Company,Location,State,Month,Quarter,PL_Head,Category,Budget,Actual,Salesperson
Company 9,Phoenix,Arizona,July,Quarter-3,Profit,Profit - Product 1,12471.65533,11848.07256,NA
Company 9,Phoenix,Arizona,July,Quarter-3,Profit,Profit - Product 2,6235.827664,2494.331066,NA
Company 9,Phoenix,Arizona,July,Quarter-3,Profit,Profit - Product 3,6235.827664,4676.870748,NA
Company 9,Phoenix,Arizona,Aug,Quarter-3,Profit,Profit - Product 1,12471.65533,11848.07256,NA
Company 9,Phoenix,Arizona,Aug,Quarter-3,Profit,Profit - Product 2,6235.827664,2494.331066,NA
Company 9,Phoenix,Arizona,Aug,Quarter-3,Profit,Profit - Product 3,6235.827664,4676.870748,NA
Company 9,Phoenix,Arizona,Sept,Quarter-3,Profit,Profit - Product 1,12471.65533,21201.81406,NA
Company 9,Phoenix,Arizona,Sept,Quarter-3,Profit,Profit - Product 2,6235.827664,2494.331066,NA
Company 9,Phoenix,Arizona,Sept,Quarter-3,Profit,Profit - Product 3,6235.827664,4676.870748,NA
Company 9,Phoenix,Arizona,Oct,Quarter-4,Profit,Profit - Product 1,12471.65533,21201.81406,NA
Company 9,Phoenix,Arizona,Oct,Quarter-4,Profit,Profit - Product 2,6235.827664,2494.331066,NA
Company 9,Phoenix,Arizona,Oct,Quarter-4,Profit,Profit - Product 3,6235.827664,4676.870748,NA
Company 9,Phoenix,Arizona,Nov,Quarter-4,Profit,Profit - Product 1,12471.65533,21201.81406,NA
Company 9,Phoenix,Arizona,Nov,Quarter-4,Profit,Profit - Product 2,6235.827664,5612.244898,NA
Company 9,Phoenix,Arizona,Nov,Quarter-4,Profit,Profit - Product 3,6235.827664,4676.870748,NA
Company 9,Phoenix,Arizona,Dec,Quarter-4,Profit,Profit - Product 1,12471.65533,21201.81406,NA
Company 9,Phoenix,Arizona,Dec,Quarter-4,Profit,Profit - Product 2,6235.827664,5612.244898,NA
Company 9,Phoenix,Arizona,Dec,Quarter-4,Profit,Profit - Product 3,6235.827664,5612.244898,NA
Company 10,Tucson,Arizona,Jan,Quarter-1,Profit,Profit - Product 1,12244.89796,14693.87755,NA
Company 10,Tucson,Arizona,Jan,Quarter-1,Profit,Profit - Product 2,6122.44898,2448.979592,NA
Company 10,Tucson,Arizona,Jan,Quarter-1,Profit,Profit - Product 3,6122.44898,5204.081633,NA
Company 10,Tucson,Arizona,Feb,Quarter-1,Profit,Profit - Product 1,12244.89796,14693.87755,NA
Company 10,Tucson,Arizona,Feb,Quarter-1,Profit,Profit - Product 2,6122.44898,2448.979592,NA
Company 10,Tucson,Arizona,Feb,Quarter-1,Profit,Profit - Product 3,6122.44898,4897.959184,NA
Company 10,Tucson,Arizona,Mar,Quarter-1,Profit,Profit - Product 1,12244.89796,14693.87755,NA
Company 10,Tucson,Arizona,Mar,Quarter-1,Profit,Profit - Product 2,6122.44898,2448.979592,NA
Company 10,Tucson,Arizona,Mar,Quarter-1,Profit,Profit - Product 3,6122.44898,5265.306122,NA
Company 10,Tucson,Arizona,April,Quarter-2,Profit,Profit - Product 1,12244.89796,11632.65306,NA
Company 10,Tucson,Arizona,April,Quarter-2,Profit,Profit - Product 2,6122.44898,2448.979592,NA
Company 10,Tucson,Arizona,April,Quarter-2,Profit,Profit - Product 3,6122.44898,5510.204082,NA
Company 10,Tucson,Arizona,May,Quarter-2,Profit,Profit - Product 1,12244.89796,11632.65306,NA
Company 10,Tucson,Arizona,May,Quarter-2,Profit,Profit - Product 2,6122.44898,2448.979592,NA
Company 10,Tucson,Arizona,May,Quarter-2,Profit,Profit - Product 3,6122.44898,6734.693878,NA
Company 10,Tucson,Arizona,June,Quarter-2,Profit,Profit - Product 1,12244.89796,11632.65306,NA
Company 10,Tucson,Arizona,June,Quarter-2,Profit,Profit - Product 2,6122.44898,2448.979592,NA
Company 10,Tucson,Arizona,June,Quarter-2,Profit,Profit - Product 3,6122.44898,7346.938776,NA
Company 10,Tucson,Arizona,July,Quarter-3,Profit,Profit - Product 1,12244.89796,11632.65306,NA
Company 10,Tucson,Arizona,July,Quarter-3,Profit,Profit - Product 2,6122.44898,2448.979592,NA
Company 10,Tucson,Arizona,July,Quarter-3,Profit,Profit - Product 3,6122.44898,4591.836735,NA
Company 10,Tucson,Arizona,Aug,Quarter-3,Profit,Profit - Product 1,12244.89796,11632.65306,NA
Company 10,Tucson,Arizona,Aug,Quarter-3,Profit,Profit - Product 2,6122.44898,2448.979592,NA
Company 10,Tucson,Arizona,Aug,Quarter-3,Profit,Profit - Product 3,6122.44898,4591.836735,NA
Company 10,Tucson,Arizona,Sept,Quarter-3,Profit,Profit - Product 1,12244.89796,20816.32653,NA
Company 10,Tucson,Arizona,Sept,Quarter-3,Profit,Profit - Product 2,6122.44898,2448.979592,NA
Company 10,Tucson,Arizona,Sept,Quarter-3,Profit,Profit - Product 3,6122.44898,4591.836735,NA
Company 10,Tucson,Arizona,Oct,Quarter-4,Profit,Profit - Product 1,12244.89796,20816.32653,NA
Company 10,Tucson,Arizona,Oct,Quarter-4,Profit,Profit - Product 2,6122.44898,2448.979592,NA
Company 10,Tucson,Arizona,Oct,Quarter-4,Profit,Profit - Product 3,6122.44898,4591.836735,NA
Company 10,Tucson,Arizona,Nov,Quarter-4,Profit,Profit - Product 1,12244.89796,20816.32653,NA
Company 10,Tucson,Arizona,Nov,Quarter-4,Profit,Profit - Product 2,6122.44898,5510.204082,NA
Company 10,Tucson,Arizona,Nov,Quarter-4,Profit,Profit - Product 3,6122.44898,4591.836735,NA
Company 10,Tucson,Arizona,Dec,Quarter-4,Profit,Profit - Product 1,12244.89796,20816.32653,NA
Company 10,Tucson,Arizona,Dec,Quarter-4,Profit,Profit - Product 2,6122.44898,5510.204082,NA
Company 10,Tucson,Arizona,Dec,Quarter-4,Profit,Profit - Product 3,6122.44898,5510.204082,NA
Company 11,New York,New York,Jan,Quarter-1,Profit,Profit - Product 1,21428.57143,25714.28571,NA
Company 11,New York,New York,Jan,Quarter-1,Profit,Profit - Product 2,10714.28571,4285.714286,NA
Company 11,New York,New York,Jan,Quarter-1,Profit,Profit - Product 3,10714.28571,9107.142857,NA
Company 11,New York,New York,Feb,Quarter-1,Profit,Profit - Product 1,21428.57143,25714.28571,NA
Company 11,New York,New York,Feb,Quarter-1,Profit,Profit - Product 2,10714.28571,4285.714286,NA
Company 11,New York,New York,Feb,Quarter-1,Profit,Profit - Product 3,10714.28571,8571.428571,NA
Company 11,New York,New York,Mar,Quarter-1,Profit,Profit - Product 1,21428.57143,25714.28571,NA
Company 11,New York,New York,Mar,Quarter-1,Profit,Profit - Product 2,10714.28571,4285.714286,NA
Company 11,New York,New York,Mar,Quarter-1,Profit,Profit - Product 3,10714.28571,9214.285714,NA
Company 11,New York,New York,April,Quarter-2,Profit,Profit - Product 1,21428.57143,20357.14286,NA
Company 11,New York,New York,April,Quarter-2,Profit,Profit - Product 2,10714.28571,4285.714286,NA
Company 11,New York,New York,April,Quarter-2,Profit,Profit - Product 3,10714.28571,9642.857143,NA
Company 11,New York,New York,May,Quarter-2,Profit,Profit - Product 1,21428.57143,20357.14286,NA
Company 11,New York,New York,May,Quarter-2,Profit,Profit - Product 2,10714.28571,4285.714286,NA
Company 11,New York,New York,May,Quarter-2,Profit,Profit - Product 3,10714.28571,11785.71429,NA
Company 11,New York,New York,June,Quarter-2,Profit,Profit - Product 1,21428.57143,20357.14286,NA
Company 11,New York,New York,June,Quarter-2,Profit,Profit - Product 2,10714.28571,4285.714286,NA
Company 11,New York,New York,June,Quarter-2,Profit,Profit - Product 3,10714.28571,12857.14286,NA
Company 11,New York,New York,July,Quarter-3,Profit,Profit - Product 1,21428.57143,20357.14286,NA
Company 11,New York,New York,July,Quarter-3,Profit,Profit - Product 2,10714.28571,4285.714286,NA
Company 11,New York,New York,July,Quarter-3,Profit,Profit - Product 3,10714.28571,8035.714286,NA
Company 11,New York,New York,Aug,Quarter-3,Profit,Profit - Product 1,21428.57143,20357.14286,NA
Company 11,New York,New York,Aug,Quarter-3,Profit,Profit - Product 2,10714.28571,4285.714286,NA
Company 11,New York,New York,Aug,Quarter-3,Profit,Profit - Product 3,10714.28571,8035.714286,NA
Company 11,New York,New York,Sept,Quarter-3,Profit,Profit - Product 1,21428.57143,36428.57143,NA
Company 11,New York,New York,Sept,Quarter-3,Profit,Profit - Product 2,10714.28571,4285.714286,NA
Company 11,New York,New York,Sept,Quarter-3,Profit,Profit - Product 3,10714.28571,8035.714286,NA
Company 11,New York,New York,Oct,Quarter-4,Profit,Profit - Product 1,21428.57143,36428.57143,NA
Company 11,New York,New York,Oct,Quarter-4,Profit,Profit - Product 2,10714.28571,4285.714286,NA
Company 11,New York,New York,Oct,Quarter-4,Profit,Profit - Product 3,10714.28571,8035.714286,NA
Company 11,New York,New York,Nov,Quarter-4,Profit,Profit - Product 1,21428.57143,36428.57143,NA
Company 11,New York,New York,Nov,Quarter-4,Profit,Profit - Product 2,10714.28571,9642.857143,NA
Company 11,New York,New York,Nov,Quarter-4,Profit,Profit - Product 3,10714.28571,8035.714286,NA
Company 11,New York,New York,Dec,Quarter-4,Profit,Profit - Product 1,21428.57143,36428.57143,NA
Company 11,New York,New York,Dec,Quarter-4,Profit,Profit - Product 2,10714.28571,9642.857143,NA
Company 11,New York,New York,Dec,Quarter-4,Profit,Profit - Product 3,10714.28571,9642.857143,NA
Company 12,Omaha,Nebraska,Jan,Quarter-1,Profit,Profit - Product 1,25510.20408,30612.2449,NA
Company 12,Omaha,Nebraska,Jan,Quarter-1,Profit,Profit - Product 2,12755.10204,5102.040816,NA
Company 12,Omaha,Nebraska,Jan,Quarter-1,Profit,Profit - Product 3,12755.10204,10841.83673,NA
Company 12,Omaha,Nebraska,Feb,Quarter-1,Profit,Profit - Product 1,25510.20408,30612.2449,NA
Company 12,Omaha,Nebraska,Feb,Quarter-1,Profit,Profit - Product 2,12755.10204,5102.040816,NA
Company 12,Omaha,Nebraska,Feb,Quarter-1,Profit,Profit - Product 3,12755.10204,10204.08163,NA
Company 12,Omaha,Nebraska,Mar,Quarter-1,Profit,Profit - Product 1,25510.20408,30612.2449,NA
Company 12,Omaha,Nebraska,Mar,Quarter-1,Profit,Profit - Product 2,12755.10204,5102.040816,NA
Company 12,Omaha,Nebraska,Mar,Quarter-1,Profit,Profit - Product 3,12755.10204,10969.38776,NA
Company 12,Omaha,Nebraska,April,Quarter-2,Profit,Profit - Product 1,25510.20408,24234.69388,NA
Company 12,Omaha,Nebraska,April,Quarter-2,Profit,Profit - Product 2,12755.10204,5102.040816,NA
Company 12,Omaha,Nebraska,April,Quarter-2,Profit,Profit - Product 3,12755.10204,11479.59184,NA
Company 12,Omaha,Nebraska,May,Quarter-2,Profit,Profit - Product 1,25510.20408,24234.69388,NA
Company 12,Omaha,Nebraska,May,Quarter-2,Profit,Profit - Product 2,12755.10204,5102.040816,NA
Company 12,Omaha,Nebraska,May,Quarter-2,Profit,Profit - Product 3,12755.10204,14030.61224,NA
Company 12,Omaha,Nebraska,June,Quarter-2,Profit,Profit - Product 1,25510.20408,24234.69388,NA
Company 12,Omaha,Nebraska,June,Quarter-2,Profit,Profit - Product 2,12755.10204,5102.040816,NA
Company 12,Omaha,Nebraska,June,Quarter-2,Profit,Profit - Product 3,12755.10204,15306.12245,NA
Company 12,Omaha,Nebraska,July,Quarter-3,Profit,Profit - Product 1,25510.20408,24234.69388,NA
Company 12,Omaha,Nebraska,July,Quarter-3,Profit,Profit - Product 2,12755.10204,5102.040816,NA
Company 12,Omaha,Nebraska,July,Quarter-3,Profit,Profit - Product 3,12755.10204,9566.326531,NA
Company 12,Omaha,Nebraska,Aug,Quarter-3,Profit,Profit - Product 1,25510.20408,24234.69388,NA
Company 12,Omaha,Nebraska,Aug,Quarter-3,Profit,Profit - Product 2,12755.10204,5102.040816,NA
Company 12,Omaha,Nebraska,Aug,Quarter-3,Profit,Profit - Product 3,12755.10204,9566.326531,NA
Company 12,Omaha,Nebraska,Sept,Quarter-3,Profit,Profit - Product 1,25510.20408,43367.34694,NA
Company 12,Omaha,Nebraska,Sept,Quarter-3,Profit,Profit - Product 2,12755.10204,5102.040816,NA
Company 12,Omaha,Nebraska,Sept,Quarter-3,Profit,Profit - Product 3,12755.10204,9566.326531,NA
Company 12,Omaha,Nebraska,Oct,Quarter-4,Profit,Profit - Product 1,25510.20408,43367.34694,NA
Company 12,Omaha,Nebraska,Oct,Quarter-4,Profit,Profit - Product 2,12755.10204,5102.040816,NA
Company 12,Omaha,Nebraska,Oct,Quarter-4,Profit,Profit - Product 3,12755.10204,9566.326531,NA
Company 12,Omaha,Nebraska,Nov,Quarter-4,Profit,Profit - Product 1,25510.20408,43367.34694,NA
Company 12,Omaha,Nebraska,Nov,Quarter-4,Profit,Profit - Product 2,12755.10204,11479.59184,NA
Company 12,Omaha,Nebraska,Nov,Quarter-4,Profit,Profit - Product 3,12755.10204,9566.326531,NA
Company 12,Omaha,Nebraska,Dec,Quarter-4,Profit,Profit - Product 1,25510.20408,43367.34694,NA
Company 12,Omaha,Nebraska,Dec,Quarter-4,Profit,Profit - Product 2,12755.10204,11479.59184,NA
Company 12,Omaha,Nebraska,Dec,Quarter-4,Profit,Profit - Product 3,12755.10204,11479.59184,NA
Company 13,Nebraska City,Nebraska,Jan,Quarter-1,Profit,Profit - Product 1,36621.31519,43945.57823,NA
Company 13,Nebraska City,Nebraska,Jan,Quarter-1,Profit,Profit - Product 2,18310.6576,7324.263039,NA
Company 13,Nebraska City,Nebraska,Jan,Quarter-1,Profit,Profit - Product 3,18310.6576,15564.05896,NA
Company 13,Nebraska City,Nebraska,Feb,Quarter-1,Profit,Profit - Product 1,36621.31519,43945.57823,NA
Company 13,Nebraska City,Nebraska,Feb,Quarter-1,Profit,Profit - Product 2,18310.6576,7324.263039,NA
Company 13,Nebraska City,Nebraska,Feb,Quarter-1,Profit,Profit - Product 3,18310.6576,14648.52608,NA
Company 13,Nebraska City,Nebraska,Mar,Quarter-1,Profit,Profit - Product 1,36621.31519,43945.57823,NA
Company 13,Nebraska City,Nebraska,Mar,Quarter-1,Profit,Profit - Product 2,18310.6576,7324.263039,NA
Company 13,Nebraska City,Nebraska,Mar,Quarter-1,Profit,Profit - Product 3,18310.6576,15747.16553,NA
Company 13,Nebraska City,Nebraska,April,Quarter-2,Profit,Profit - Product 1,36621.31519,34790.24943,NA
Company 13,Nebraska City,Nebraska,April,Quarter-2,Profit,Profit - Product 2,18310.6576,7324.263039,NA
Company 13,Nebraska City,Nebraska,April,Quarter-2,Profit,Profit - Product 3,18310.6576,16479.59184,NA
Company 13,Nebraska City,Nebraska,May,Quarter-2,Profit,Profit - Product 1,36621.31519,34790.24943,NA
Company 13,Nebraska City,Nebraska,May,Quarter-2,Profit,Profit - Product 2,18310.6576,7324.263039,NA
Company 13,Nebraska City,Nebraska,May,Quarter-2,Profit,Profit - Product 3,18310.6576,20141.72336,NA
Company 13,Nebraska City,Nebraska,June,Quarter-2,Profit,Profit - Product 1,36621.31519,34790.24943,NA
Company 13,Nebraska City,Nebraska,June,Quarter-2,Profit,Profit - Product 2,18310.6576,7324.263039,NA
Company 13,Nebraska City,Nebraska,June,Quarter-2,Profit,Profit - Product 3,18310.6576,21972.78912,NA
Company 13,Nebraska City,Nebraska,July,Quarter-3,Profit,Profit - Product 1,36621.31519,34790.24943,NA
Company 13,Nebraska City,Nebraska,July,Quarter-3,Profit,Profit - Product 2,18310.6576,7324.263039,NA
Company 13,Nebraska City,Nebraska,July,Quarter-3,Profit,Profit - Product 3,18310.6576,13732.9932,NA
Company 13,Nebraska City,Nebraska,Aug,Quarter-3,Profit,Profit - Product 1,36621.31519,34790.24943,NA
Company 13,Nebraska City,Nebraska,Aug,Quarter-3,Profit,Profit - Product 2,18310.6576,7324.263039,NA
Company 13,Nebraska City,Nebraska,Aug,Quarter-3,Profit,Profit - Product 3,18310.6576,13732.9932,NA
Company 13,Nebraska City,Nebraska,Sept,Quarter-3,Profit,Profit - Product 1,36621.31519,62256.23583,NA
Company 13,Nebraska City,Nebraska,Sept,Quarter-3,Profit,Profit - Product 2,18310.6576,7324.263039,NA
Company 13,Nebraska City,Nebraska,Sept,Quarter-3,Profit,Profit - Product 3,18310.6576,13732.9932,NA
Company 13,Nebraska City,Nebraska,Oct,Quarter-4,Profit,Profit - Product 1,36621.31519,62256.23583,NA
Company 13,Nebraska City,Nebraska,Oct,Quarter-4,Profit,Profit - Product 2,18310.6576,7324.263039,NA
Company 13,Nebraska City,Nebraska,Oct,Quarter-4,Profit,Profit - Product 3,18310.6576,13732.9932,NA
Company 13,Nebraska City,Nebraska,Nov,Quarter-4,Profit,Profit - Product 1,36621.31519,62256.23583,NA
Company 13,Nebraska City,Nebraska,Nov,Quarter-4,Profit,Profit - Product 2,18310.6576,16479.59184,NA
Company 13,Nebraska City,Nebraska,Nov,Quarter-4,Profit,Profit - Product 3,18310.6576,13732.9932,NA
Company 13,Nebraska City,Nebraska,Dec,Quarter-4,Profit,Profit - Product 1,36621.31519,62256.23583,NA
Company 13,Nebraska City,Nebraska,Dec,Quarter-4,Profit,Profit - Product 2,18310.6576,16479.59184,NA
Company 13,Nebraska City,Nebraska,Dec,Quarter-4,Profit,Profit - Product 3,18310.6576,16479.59184,NA
Company 14,Colorado Springs,Colorado,Jan,Quarter-1,Profit,Profit - Product 1,7936.507937,9523.809524,NA
Company 14,Colorado Springs,Colorado,Jan,Quarter-1,Profit,Profit - Product 2,3968.253968,1587.301587,NA
Company 14,Colorado Springs,Colorado,Jan,Quarter-1,Profit,Profit - Product 3,3968.253968,3373.015873,NA
Company 14,Colorado Springs,Colorado,Feb,Quarter-1,Profit,Profit - Product 1,7936.507937,9523.809524,NA
Company 14,Colorado Springs,Colorado,Feb,Quarter-1,Profit,Profit - Product 2,3968.253968,1587.301587,NA
Company 14,Colorado Springs,Colorado,Feb,Quarter-1,Profit,Profit - Product 3,3968.253968,3174.603175,NA
Company 14,Colorado Springs,Colorado,Mar,Quarter-1,Profit,Profit - Product 1,7936.507937,9523.809524,NA
Company 14,Colorado Springs,Colorado,Mar,Quarter-1,Profit,Profit - Product 2,3968.253968,1587.301587,NA
Company 14,Colorado Springs,Colorado,Mar,Quarter-1,Profit,Profit - Product 3,3968.253968,3412.698413,NA
Company 14,Colorado Springs,Colorado,April,Quarter-2,Profit,Profit - Product 1,7936.507937,7539.68254,NA
Company 14,Colorado Springs,Colorado,April,Quarter-2,Profit,Profit - Product 2,3968.253968,1587.301587,NA
Company 14,Colorado Springs,Colorado,April,Quarter-2,Profit,Profit - Product 3,3968.253968,3571.428571,NA
Company 14,Colorado Springs,Colorado,May,Quarter-2,Profit,Profit - Product 1,7936.507937,7539.68254,NA
Company 14,Colorado Springs,Colorado,May,Quarter-2,Profit,Profit - Product 2,3968.253968,1587.301587,NA
Company 14,Colorado Springs,Colorado,May,Quarter-2,Profit,Profit - Product 3,3968.253968,4365.079365,NA
Company 14,Colorado Springs,Colorado,June,Quarter-2,Profit,Profit - Product 1,7936.507937,7539.68254,NA
Company 14,Colorado Springs,Colorado,June,Quarter-2,Profit,Profit - Product 2,3968.253968,1587.301587,NA
Company 14,Colorado Springs,Colorado,June,Quarter-2,Profit,Profit - Product 3,3968.253968,4761.904762,NA
Company 14,Colorado Springs,Colorado,July,Quarter-3,Profit,Profit - Product 1,7936.507937,7539.68254,NA
Company 14,Colorado Springs,Colorado,July,Quarter-3,Profit,Profit - Product 2,3968.253968,1587.301587,NA
Company 14,Colorado Springs,Colorado,July,Quarter-3,Profit,Profit - Product 3,3968.253968,2976.190476,NA
Company 14,Colorado Springs,Colorado,Aug,Quarter-3,Profit,Profit - Product 1,7936.507937,7539.68254,NA
Company 14,Colorado Springs,Colorado,Aug,Quarter-3,Profit,Profit - Product 2,3968.253968,1587.301587,NA
Company 14,Colorado Springs,Colorado,Aug,Quarter-3,Profit,Profit - Product 3,3968.253968,2976.190476,NA
Company 14,Colorado Springs,Colorado,Sept,Quarter-3,Profit,Profit - Product 1,7936.507937,13492.06349,NA
Company 14,Colorado Springs,Colorado,Sept,Quarter-3,Profit,Profit - Product 2,3968.253968,1587.301587,NA
Company 14,Colorado Springs,Colorado,Sept,Quarter-3,Profit,Profit - Product 3,3968.253968,2976.190476,NA
Company 14,Colorado Springs,Colorado,Oct,Quarter-4,Profit,Profit - Product 1,7936.507937,13492.06349,NA
Company 14,Colorado Springs,Colorado,Oct,Quarter-4,Profit,Profit - Product 2,3968.253968,1587.301587,NA
Company 14,Colorado Springs,Colorado,Oct,Quarter-4,Profit,Profit - Product 3,3968.253968,2976.190476,NA
Company 14,Colorado Springs,Colorado,Nov,Quarter-4,Profit,Profit - Product 1,7936.507937,13492.06349,NA
Company 14,Colorado Springs,Colorado,Nov,Quarter-4,Profit,Profit - Product 2,3968.253968,3571.428571,NA
Company 14,Colorado Springs,Colorado,Nov,Quarter-4,Profit,Profit - Product 3,3968.253968,2976.190476,NA
Company 14,Colorado Springs,Colorado,Dec,Quarter-4,Profit,Profit - Product 1,7936.507937,13492.06349,NA
Company 14,Colorado Springs,Colorado,Dec,Quarter-4,Profit,Profit - Product 2,3968.253968,3571.428571,NA
Company 14,Colorado Springs,Colorado,Dec,Quarter-4,Profit,Profit - Product 3,3968.253968,3571.428571,NA
